02,11,13,27,28,31
11,13,14,17,21,23
08,09,23,24,28,33
02,08,15,16,23,33
08,11,14,16,18,29
02,10,13,16,32,37
02,13,19,20,22,25
07,12,13,21,28,35
03,04,09,19,22,26
03,06,08,13,18,27
12,18,20,26,29,37
01,02,08,19,28,30
03,16,22,25,26,37
02,10,19,32,33,37
02,05,22,26,30,33
07,09,10,21,24,33
08,14,15,20,32,33
04,06,13,14,16,31
09,11,15,21,23,24
04,09,13,14,25,34
01,05,10,21,22,33
01,13,14,17,19,20
01,05,09,24,36,37
04,06,14,20,28,31
10,11,12,20,26,35
04,08,13,17,28,29
11,22,23,25,32,34
02,05,11,18,24,25
02,15,19,33,34,36
01,02,13,14,22,36
03,05,13,23,24,35
01,03,04,13,20,37
02,06,10,11,16,35
02,05,06,07,15,30
02,07,08,10,30,31
05,13,15,21,22,33
03,05,07,09,19,27
01,07,16,23,28,34
01,05,25,27,28,31
08,16,22,26,28,34
11,12,18,33,35,36
04,05,14,17,24,32
01,06,12,14,18,34
01,05,24,25,29,35
07,13,15,22,29,34
07,20,24,26,27,37
08,15,19,23,27,37
14,16,22,23,29,30
04,12,13,15,16,24
08,10,15,20,23,32
05,09,18,21,30,33
05,22,26,31,33,36
03,07,12,13,20,31
03,16,18,20,30,36
06,21,28,30,32,35
14,17,19,20,28,29
02,04,17,31,33,35
03,07,12,16,23,37
06,14,17,22,24,33
01,09,17,22,33,36
02,09,11,13,35,37
12,24,25,28,34,37
05,12,14,16,17,24
06,19,20,25,27,32
12,13,16,21,25,33
01,10,17,20,35,36
01,05,12,27,32,36
03,09,11,22,26,34
03,08,09,16,20,21
03,05,19,20,31,37
08,10,16,18,23,30
01,15,21,25,33,37
09,16,19,23,26,33
03,04,12,16,22,31
05,08,09,11,18,22
01,05,22,27,28,29
02,13,21,22,23,25
04,17,25,27,34,37
02,20,24,25,32,34
09,19,22,24,29,34
05,06,12,18,23,31
05,10,14,23,26,35
01,17,23,24,32,37
05,11,14,24,30,36
03,17,19,22,23,28
20,22,31,32,36,37
02,08,15,22,24,35
05,10,12,14,24,29
01,08,14,19,29,37
02,05,12,17,23,32
05,06,13,16,20,28
06,19,23,28,33,34
04,06,24,26,35,36
04,05,08,13,17,28
03,06,14,22,32,37
02,12,19,20,21,36
11,12,29,31,34,35
02,06,07,19,24,28
06,20,21,24,30,31
01,12,14,17,24,28
15,18,21,24,28,34
05,09,14,27,29,34
10,20,24,26,28,35
04,17,20,21,33,34
04,06,07,15,16,34
01,03,11,13,25,34
12,13,17,21,23,25
03,06,10,12,30,36
04,09,12,30,31,33
06,20,22,30,32,33
10,12,18,28,34,37
01,07,09,21,31,36
01,04,08,27,28,33
10,12,13,24,25,31
22,24,26,27,28,29
01,06,13,21,25,28
01,03,18,19,25,30
03,05,10,11,18,23
05,06,08,18,20,30
18,19,28,30,32,35
05,12,15,22,24,31
13,14,21,24,27,30
07,08,18,23,25,37
05,15,26,28,32,37
02,13,22,23,25,30
01,13,25,27,33,37
09,16,22,26,30,36
05,08,10,12,14,22
20,21,23,26,29,33
10,11,14,19,24,35
02,07,12,20,21,29
08,09,13,24,26,34
05,07,10,13,20,29
01,02,06,08,20,37
01,13,16,32,33,37
15,16,18,20,28,37
03,07,09,23,25,33
11,13,17,18,32,35
11,19,23,27,30,36
14,19,21,22,23,32
04,10,15,18,26,32
02,04,20,23,25,35
07,21,25,27,30,31
06,16,18,28,33,37
01,15,22,23,29,33
07,08,15,20,27,29
04,08,10,14,21,35
05,06,12,16,25,33
01,19,20,32,34,35
05,09,13,14,17,33
09,21,25,27,32,34
08,12,26,28,32,33
12,14,16,17,31,36
03,04,17,22,27,34
01,04,06,30,35,36
05,09,12,28,30,36
08,21,23,24,36,37
06,16,23,25,27,30
07,14,16,31,32,35
02,06,09,27,35,37
01,07,12,18,31,33
01,05,08,15,17,31
02,17,18,29,31,32
02,11,16,21,22,31
01,06,07,16,26,36
04,13,15,22,30,37
02,05,12,14,29,33
02,03,05,09,24,32
06,15,28,31,34,35
02,15,20,26,27,30
08,09,10,17,30,34
09,10,16,20,32,34
06,17,20,25,33,36
02,05,08,22,24,29
06,07,14,19,20,28
04,07,09,14,20,22
02,10,15,17,18,24
03,08,31,32,34,35
02,06,14,19,27,29
10,16,19,30,34,37
01,19,21,26,30,33
09,11,14,19,23,33
01,11,27,29,33,37
03,13,20,26,29,35
01,15,19,23,28,32
05,14,15,19,20,31
04,05,10,16,17,18
03,04,06,08,14,35
01,05,12,22,34,37
08,14,16,26,32,35
06,08,12,13,32,35
01,22,32,33,35,37
03,19,25,30,33,34
05,06,07,14,26,37
02,11,22,32,35,37
02,08,16,19,29,33
07,16,17,27,32,37
03,12,13,17,18,36
06,10,29,32,33,34
01,07,10,24,28,37
01,04,06,17,20,34
01,03,18,21,23,36
02,06,09,12,16,18
04,05,06,09,20,37
09,16,21,25,27,36
11,13,17,24,34,36
01,13,15,27,31,35
11,17,25,33,35,36
06,10,22,25,30,37
01,14,25,29,30,33
11,19,20,27,30,37
06,10,11,24,32,36
04,13,17,28,35,37
01,10,28,31,32,35
14,17,25,26,29,35
03,04,07,18,22,23
13,15,16,28,31,32
01,10,12,14,27,29
04,18,19,23,24,37
08,18,26,29,31,36
01,28,29,30,32,34
10,11,14,24,27,35
17,22,26,28,34,36
03,10,11,17,24,36
04,11,16,25,35,36
01,09,13,19,20,34
04,07,08,09,16,31
04,13,17,19,25,37
03,13,14,20,22,23
10,12,15,19,27,28
01,06,19,22,25,32
04,05,19,24,31,37
01,04,11,14,17,22
03,10,16,25,29,32
17,20,22,24,28,32
03,27,29,31,32,33
01,08,13,21,25,31
01,12,16,20,30,36
06,18,19,23,24,28
07,08,11,14,16,22
09,10,11,13,15,21
01,12,17,21,25,26
08,19,26,30,31,36
02,08,15,27,31,35
01,08,15,22,31,35
12,13,15,17,25,31
10,13,14,19,20,25
01,03,06,09,14,28
03,04,05,18,23,29
04,05,19,25,31,32
01,11,17,21,33,34
04,06,10,18,22,25
01,15,20,22,23,31
03,05,07,18,23,27
03,22,24,25,28,37
07,11,12,25,28,31
06,20,25,30,33,35
12,14,15,18,20,21
11,14,19,20,21,26
02,21,25,27,28,36
20,25,28,34,36,37
05,06,12,16,29,34
12,15,21,24,30,32
03,09,23,24,25,26
03,09,11,13,21,25
10,11,17,21,23,32
03,07,09,21,22,33
04,13,18,22,28,34
01,06,12,17,22,26
11,18,19,25,35,37
01,13,20,25,31,33
11,12,26,34,36,37
03,10,13,17,33,37
04,09,17,26,27,37
06,07,17,28,33,36
08,15,20,24,25,33
05,08,14,15,18,25
06,09,13,20,26,36
08,14,20,23,24,28
07,13,15,16,20,31
03,07,11,17,19,31
12,13,19,21,35,36
06,09,10,11,18,29
16,17,19,29,34,37
03,16,19,22,25,26
01,03,04,13,23,28
01,10,18,25,31,36
15,21,23,27,36,37
08,11,13,18,25,31
01,03,07,09,15,22
07,08,25,31,32,35
03,05,08,18,19,29
02,12,14,18,22,25
03,05,16,18,21,26
06,16,23,24,30,33
09,20,25,27,34,37
16,18,20,22,24,25
08,09,13,14,27,29
02,07,09,19,24,25
04,08,13,20,27,29
06,07,11,17,22,29
11,17,19,25,27,28
04,16,23,29,35,36
07,20,21,25,35,37
08,13,14,27,30,37
01,05,15,17,23,37
06,16,21,27,28,29
01,03,13,17,21,32
07,14,18,27,34,37
04,12,21,24,35,37
01,08,15,16,20,31
06,13,22,25,29,37
07,11,18,20,21,22
02,12,16,17,28,36
04,08,13,18,21,32
07,08,11,20,30,37
04,06,20,23,28,34
01,04,07,08,12,16
07,09,12,16,27,33
09,18,24,28,30,36
01,04,27,34,36,37
10,13,18,26,31,33
01,05,11,12,22,27
01,03,18,20,23,37
07,13,16,18,19,28
04,05,08,25,26,33
02,06,17,22,30,33
09,16,22,23,25,28
02,09,11,16,23,35
02,14,25,26,32,33
06,09,26,29,36,37
02,09,15,26,29,35
03,11,13,25,28,35
13,19,21,27,29,32
11,22,27,32,34,36
02,07,08,09,10,15
08,11,22,29,30,32
07,13,15,19,28,36
05,07,11,12,28,34
02,09,11,13,19,28
01,03,29,30,32,37
02,09,13,17,21,26
19,26,30,31,33,35
05,07,11,14,23,36
08,10,18,23,29,30
05,09,10,12,34,35
08,10,14,17,25,34
01,03,11,15,26,32
01,08,19,22,34,35
09,20,22,23,27,32
12,13,16,20,21,32
18,21,23,25,27,34
01,13,26,31,34,37
07,10,21,27,33,36
02,04,10,14,23,28
06,10,18,23,33,36
04,08,11,29,34,35
02,14,18,23,30,32
10,12,22,23,30,37
04,06,09,12,32,36
04,06,07,10,11,18
05,11,16,18,23,26
13,15,26,27,29,37
06,07,12,22,23,28
02,10,11,22,28,33
05,11,12,18,28,35
01,07,11,22,24,34
01,23,26,31,33,37
03,10,11,20,24,30
01,02,03,13,22,30
02,09,17,23,27,31
02,05,08,20,22,28
05,06,11,13,21,30
07,08,10,19,27,37
22,24,28,29,30,33
03,25,26,30,31,34
09,11,15,22,28,32
04,11,13,24,25,34
01,02,03,10,16,37
05,10,12,19,20,25
02,06,09,13,35,37
05,06,10,12,18,26
01,03,05,17,18,26
02,05,11,12,15,33
04,05,11,16,18,20
17,19,20,27,29,33
05,13,15,23,28,35
02,06,17,21,30,35
05,21,22,25,32,36
09,16,22,26,28,37
07,13,16,17,29,34
03,06,11,16,26,34
03,12,15,20,23,26
07,11,23,30,32,34
06,11,13,29,32,34
02,06,12,18,26,28
01,03,12,23,28,31
04,06,07,10,20,28
03,06,17,18,34,36
06,07,08,17,18,29
03,18,19,29,36,37
07,09,25,30,31,36
03,09,11,12,28,35
03,06,10,11,26,29
02,10,15,17,25,33
10,18,27,30,32,37
06,07,18,21,26,33
15,20,27,28,29,37
04,08,13,17,28,33
06,10,14,20,31,37
06,16,21,25,32,33
01,06,08,17,19,24
16,22,27,29,33,36
20,23,27,28,30,34
01,08,10,12,29,34
01,06,23,33,34,36
06,08,24,28,30,35
03,06,09,14,16,35
01,06,07,12,34,35
23,25,28,30,31,34
02,03,12,22,25,27
15,20,24,25,29,30
08,15,21,23,29,37
06,18,26,31,34,37
12,18,20,23,25,37
04,05,11,27,32,37
02,04,12,28,30,32
01,02,15,28,29,32
03,10,18,20,24,33
05,16,20,24,29,34
06,08,11,23,25,32
02,04,05,09,12,27
09,20,21,24,25,37
05,06,09,11,15,23
07,12,15,18,23,28
13,20,25,28,29,30
03,06,13,15,28,31
01,08,14,21,25,31
01,03,22,26,29,36
05,10,15,22,25,33
12,13,25,27,31,33
05,08,10,26,29,35
06,17,28,30,32,33
06,08,12,14,28,34
20,22,29,31,32,33
13,17,26,31,35,37
04,07,11,12,15,37
06,09,21,31,34,35
04,10,17,23,28,37
01,05,26,31,34,35
12,14,19,27,31,34
06,07,11,12,23,30
07,10,14,17,27,29
03,10,20,22,33,37
03,05,08,11,22,33
09,18,22,24,27,34
11,21,22,24,26,30
04,08,15,24,36,37
19,20,21,24,34,35
08,09,14,22,32,33
02,03,08,11,26,29
02,09,17,19,34,35
04,07,10,20,22,26
06,12,23,25,26,35
04,19,22,28,31,33
03,05,10,13,26,27
08,18,21,22,26,33
10,11,14,17,19,26
01,09,14,15,19,25
10,13,15,22,32,33
02,08,17,20,27,31
01,03,08,10,11,31
08,13,27,28,30,36
03,20,24,27,32,37
05,06,18,19,21,36
01,07,11,15,20,30
02,07,11,23,25,29
05,06,07,16,17,33
19,21,24,25,30,36
04,08,11,13,24,32
09,20,27,28,30,34
02,08,10,16,18,27
03,06,12,25,28,36
04,07,10,22,27,36
07,11,18,21,25,29
05,06,07,24,27,32
04,05,16,24,33,34
06,14,15,18,22,36
13,15,21,23,30,36
14,15,16,24,32,36
03,08,10,11,26,36
03,10,13,18,25,26
03,11,22,24,33,36
13,20,26,30,31,34
11,13,18,20,25,29
10,11,17,19,26,30
03,08,09,12,27,33
05,07,13,15,18,23
01,06,18,24,28,35
03,27,28,30,31,35
06,08,14,19,20,37
16,18,19,30,31,32
12,15,17,18,22,26
05,12,16,22,27,31
04,22,24,25,26,29
01,06,11,14,17,27
05,08,11,16,22,29
10,13,16,17,26,34
08,09,12,13,29,34
03,09,14,15,21,22
05,07,10,15,26,37
14,15,19,31,34,35
05,06,09,17,24,31
01,03,06,27,29,33
11,13,27,30,32,34
08,10,12,24,25,29
05,08,21,28,31,35
01,03,04,10,16,17
01,02,10,12,26,29
04,12,16,28,29,31
08,09,15,21,26,29
02,05,09,13,26,29
06,16,20,25,26,27
01,08,20,25,33,37
01,12,13,29,32,36
02,03,05,08,23,29
13,16,19,22,25,31
02,11,21,22,26,32
02,14,16,18,32,37
04,11,12,26,28,29
03,09,13,16,22,34
12,18,20,21,29,35
04,16,21,23,24,27
04,16,19,25,29,37
01,06,12,14,36,37
04,05,09,12,16,29
09,20,22,23,24,29
03,08,17,20,22,30
01,09,10,21,24,32
09,11,14,16,27,37
14,20,23,25,26,35
05,11,18,20,30,35
09,15,17,25,27,32
05,09,19,21,22,34
11,14,22,26,27,33
01,10,11,12,18,19
05,07,10,13,24,33
07,13,14,28,29,35
01,04,16,26,28,37
03,11,12,15,21,26
12,13,15,20,21,32
04,06,18,26,29,34
03,04,05,27,30,36
01,02,32,34,36,37
01,03,15,27,31,35
06,08,09,14,16,17
01,25,34,35,36,37
07,26,28,30,31,34
02,12,20,28,30,33
10,13,16,24,27,37
01,09,15,20,23,28
05,10,13,17,25,36
04,06,15,24,31,37
06,14,18,26,29,36
01,02,05,16,24,34
07,12,18,22,32,36
03,07,10,21,33,35
11,12,18,19,32,37
02,12,21,23,28,31
07,11,19,25,28,37
12,14,16,29,32,37
05,06,09,12,26,34
01,20,23,24,26,32
08,09,21,22,26,37
05,08,17,31,32,37
01,05,07,18,25,36
04,06,14,22,28,29
08,12,15,24,28,33
03,05,06,13,26,29
02,04,14,19,20,33
13,17,20,26,35,37
05,06,10,20,26,29
01,09,20,25,27,31
05,22,25,33,35,36
02,06,08,14,29,34
12,13,20,25,27,30
02,05,06,14,22,32
03,07,12,22,27,36
07,13,19,32,35,37
02,07,10,18,24,26
05,08,11,20,29,36
04,08,16,20,21,36
03,15,26,28,32,33
01,10,11,13,18,25
06,10,14,15,26,36
09,16,22,27,31,32
06,09,17,26,27,36
07,15,17,18,20,32
01,05,14,21,27,30
05,19,23,25,30,31
01,02,07,08,09,26
07,15,17,19,27,30
03,18,19,22,24,26
06,10,25,31,35,37
02,05,21,29,34,37
08,14,16,20,24,30
02,13,14,19,21,30
02,10,14,15,21,29
01,04,11,19,30,32
01,13,19,22,34,35
08,09,11,12,13,22
17,18,25,28,30,34
05,16,18,23,24,26
06,19,24,25,26,37
01,08,13,27,32,37
01,04,05,16,21,29
03,12,14,24,32,34
03,15,17,20,21,37
01,13,15,30,31,32
04,07,13,16,17,27
14,21,27,31,32,35
02,11,13,17,25,27
01,11,13,25,27,29
03,06,09,10,17,36
04,09,10,12,13,29
06,10,15,18,27,34
04,17,18,23,25,28
02,09,18,23,29,33
07,19,27,29,34,35
06,08,21,25,30,35
07,09,14,21,26,34
03,05,06,19,23,35
10,17,18,22,24,29
03,04,10,11,30,32
18,19,29,34,35,36
10,12,19,25,26,36
14,20,22,26,31,37
02,20,26,27,28,30
09,13,15,20,25,36
01,06,09,10,12,17
02,03,13,21,22,31
01,06,15,17,20,32
05,06,16,17,20,22
02,08,12,14,17,21
09,17,23,28,30,36
12,15,18,20,23,29
05,06,08,11,20,27
05,12,13,33,35,36
01,08,11,23,30,35
11,14,18,20,22,33
06,09,15,23,24,28
19,21,22,24,30,37
05,06,10,15,28,29
10,18,22,27,31,35
05,07,08,15,19,26
01,08,11,17,25,30
16,17,18,20,28,35
04,07,12,14,17,34
03,07,14,24,27,28
05,08,16,21,34,35
02,06,17,29,31,35
13,21,22,26,29,34
05,07,09,17,19,29
24,27,30,34,35,37
07,09,16,23,29,30
16,21,27,28,32,37
02,03,11,18,25,27
02,16,21,26,33,34
05,15,22,23,25,29
01,06,09,13,23,35
02,14,22,23,25,28
11,13,20,29,30,37
02,06,13,16,27,33
08,11,18,21,24,30
03,05,07,13,17,28
17,18,20,21,26,32
03,04,14,18,32,35
03,08,10,12,28,37
04,06,08,18,27,37
04,17,18,24,27,36
06,08,11,23,32,35
02,05,10,12,18,26
04,11,18,22,29,31
15,18,22,23,26,34
06,08,18,22,29,37
01,13,23,24,30,31
05,16,22,23,24,33
06,10,12,15,27,33
01,03,08,12,19,30
06,09,18,23,26,33
01,15,17,31,32,34
01,11,13,15,18,25
11,12,18,24,31,33
01,02,04,09,12,16
02,09,11,13,29,33
11,12,15,22,23,29
07,32,33,34,35,36
05,13,16,18,23,26
05,13,21,22,25,28
02,03,05,10,26,27
11,15,17,27,33,37
11,15,22,29,35,37
14,15,18,22,23,29
06,10,15,19,36,37
03,14,15,19,26,33
02,10,11,13,22,37
11,13,22,29,31,33
10,16,22,30,35,36
04,14,16,22,28,33
03,13,14,18,28,30
08,11,13,20,22,25
01,06,10,22,24,26
08,12,17,21,27,30
08,12,21,24,25,27
01,10,16,28,29,32
04,06,13,19,33,35
04,11,19,28,31,34
11,24,30,34,35,37
01,07,11,17,36,37
04,08,17,20,25,30
03,08,10,15,30,33
04,13,22,25,28,30
09,20,22,23,29,31
01,02,05,12,34,35
04,05,18,20,28,36
07,09,20,24,28,35
06,12,25,27,30,37
09,12,25,29,34,36
02,09,27,29,32,36
05,07,10,15,22,35
03,20,28,31,33,37
01,02,09,11,15,21
02,10,14,17,28,34
02,09,13,16,28,29
04,06,10,11,14,25
01,03,29,30,33,35
04,08,09,23,25,31
03,11,18,25,33,36
07,16,18,21,23,36
02,19,28,29,34,36
01,02,05,15,27,31
12,15,20,30,33,37
02,05,06,10,19,29
05,07,09,11,24,29
09,10,11,12,21,32
05,10,17,23,32,36
02,06,11,16,27,34
08,10,15,23,26,34
01,09,10,21,26,37
08,13,17,18,34,36
13,17,19,26,30,36
07,09,10,34,35,36
07,19,20,25,31,34
03,08,11,19,26,35
01,04,12,18,31,37
02,12,14,27,29,32
03,15,24,25,26,35
06,10,18,27,35,36
02,09,28,31,32,35
02,07,10,23,26,35
05,15,20,25,27,32
04,16,30,32,34,36
02,05,07,16,22,37
03,15,21,28,30,32
04,11,13,20,32,35
05,09,21,23,28,33
06,13,14,21,23,26
03,05,08,16,17,20
02,03,28,30,33,35
02,10,12,23,30,33
04,11,27,32,34,37
07,14,20,27,29,31
04,11,12,13,20,27
02,05,18,19,20,31
01,10,17,21,22,31
05,13,17,26,29,33
01,02,06,19,29,33
07,08,15,30,33,34
08,11,22,33,34,35
07,08,15,18,29,34
13,15,24,25,30,32
06,08,09,25,29,37
04,09,10,14,19,35
11,17,19,31,36,37
05,11,12,13,15,22
03,04,06,18,26,29
05,10,19,25,32,35
02,06,12,26,30,35
01,03,11,16,20,35
03,11,17,20,31,32
01,02,03,04,07,25
06,08,09,17,29,30
20,22,28,31,35,36
03,05,09,14,22,23
02,04,13,16,29,34
01,03,05,16,26,30
02,03,20,31,35,37
04,09,23,28,34,36
11,16,19,24,27,35
10,21,28,30,31,35
02,12,18,28,33,34
15,17,23,25,30,35
04,13,24,25,32,34
03,06,16,28,32,33
03,04,23,26,31,35
04,09,12,14,17,29
07,17,24,29,36,37
01,03,06,09,34,37
17,21,23,24,26,35
03,06,17,23,27,32
04,08,09,22,29,33
05,06,11,21,22,28
03,08,23,26,28,29
03,07,14,21,27,37
01,06,10,16,21,22
02,05,18,20,23,29
16,22,26,29,36,37
01,02,04,28,29,31
01,05,12,22,24,27
20,24,26,28,32,33
13,15,26,28,29,36
18,22,30,34,35,37
01,11,15,16,23,32
02,08,10,13,35,37
01,03,04,22,28,36
12,13,18,31,32,36
07,09,13,18,21,22
07,09,10,22,24,33
04,14,16,21,33,36
09,18,25,30,33,37
05,20,21,26,30,35
13,15,17,24,26,27
05,11,25,26,29,36
01,08,12,19,26,27
01,03,11,13,21,28
02,10,16,26,27,30
11,21,29,33,35,37
11,14,19,21,26,33
01,09,17,29,30,37
04,06,10,17,28,32
07,19,22,28,30,33
14,22,24,33,35,36
03,04,24,27,31,36
01,10,12,19,35,36
02,08,12,19,26,27
01,07,10,21,28,30
01,02,07,12,29,33
11,17,21,23,26,27
06,13,15,22,23,37
05,08,10,20,34,37
03,08,16,19,25,27
03,07,13,17,18,28
02,04,12,27,34,37
10,11,19,21,23,29
03,09,14,20,34,35
11,21,22,23,28,37
03,08,17,19,24,33
17,20,26,28,30,33
01,03,04,06,12,13
03,13,24,27,33,35
02,06,16,28,35,37
08,14,27,29,33,37
07,12,16,22,24,25
04,16,17,19,30,34
06,10,11,15,19,24
08,13,16,17,29,37
05,09,17,19,33,35
01,05,14,19,26,28
01,03,18,19,35,37
02,03,04,27,30,32
05,08,09,17,24,32
13,14,26,29,31,35
08,09,11,16,31,34
08,13,23,26,27,29
03,07,08,24,34,36
04,11,12,15,30,33
12,18,19,28,29,34
07,16,19,21,31,36
04,19,27,30,31,35
04,10,15,24,28,29
08,10,17,18,35,37
04,21,22,23,27,35
03,06,07,10,16,30
03,09,10,22,28,33
11,15,21,29,31,36
03,21,25,26,36,37
04,06,17,19,21,36
13,17,21,27,29,31
12,19,21,23,26,35
02,11,16,18,26,36
03,09,21,26,29,37
08,10,14,17,20,34
02,04,24,25,32,34
03,07,15,19,24,33
07,20,26,33,34,35
10,19,20,24,28,33
01,04,06,09,25,35
01,02,03,10,16,29
12,13,28,33,35,37
02,07,12,19,27,37
18,20,25,27,32,36
01,26,28,32,33,35
01,11,15,24,27,34
11,20,21,22,25,36
08,12,13,27,28,34
01,08,12,19,30,35
08,10,12,15,19,30
03,04,07,21,33,37
06,12,13,24,27,29
01,08,09,18,19,20
17,25,29,30,33,37
02,14,27,28,32,34
07,09,13,14,30,33
05,13,19,22,28,33
03,04,26,30,34,37
03,09,13,17,25,37
13,16,24,31,35,36
04,23,25,30,32,35
06,08,14,20,25,29
01,15,17,21,34,37
04,20,21,26,35,37
03,05,10,17,30,32
01,09,11,20,25,27
09,16,18,30,32,33
06,09,13,17,29,34
01,06,14,20,29,36
10,12,26,27,31,36
05,13,14,16,18,21
01,03,11,25,33,34
09,16,17,20,32,33
07,10,12,19,25,36
05,11,12,13,15,20
11,13,18,26,27,36
01,04,05,07,18,23
07,16,28,31,33,35
06,09,24,25,33,34
08,14,18,22,25,31
07,10,17,23,24,31
02,09,15,22,31,33
03,10,11,13,26,37
05,06,09,26,32,35
02,03,06,19,25,27
02,08,12,31,34,35
12,14,19,20,23,25
08,11,25,30,31,33
04,05,21,30,36,37
02,12,13,16,23,25
06,08,14,25,26,31
12,15,24,26,31,33
11,19,21,22,26,30
01,08,10,12,16,26
02,07,10,11,29,32
05,07,14,15,16,35
03,09,15,24,30,35
01,03,07,18,28,34
06,17,22,24,26,31
02,03,06,20,21,30
07,10,11,19,23,25
03,09,14,19,27,31
02,04,07,24,32,36
02,08,16,23,29,36
01,08,20,21,33,37
04,08,27,30,34,36
02,12,20,22,24,32
12,13,16,18,35,37
11,19,22,23,25,36
02,06,12,16,21,26
03,05,10,11,12,21
08,23,26,31,34,35
09,13,21,22,24,31
03,07,15,29,31,34
02,03,18,20,26,35
02,06,19,29,36,37
07,11,26,27,28,34
06,07,17,18,25,35
04,12,16,21,26,30
05,08,25,29,30,31
09,16,21,24,26,33
01,15,21,23,26,36
04,12,19,23,27,31
03,08,30,34,35,36
01,05,11,18,26,30
03,15,26,27,36,37
01,11,21,25,26,31
04,08,21,22,24,29
09,15,25,26,28,32
02,11,12,18,24,26
07,20,23,24,25,36
